seed,candidate_id,source,candidate_kind,path,declared_label_idx,declared_label_name,visual_label_idx,visual_label_name,known_drift,label_source,generator_id,prompt,gate_mode,gate_decision,gate_reason,prototype_pred_idx,prototype_pred_name,prototype_confidence,prototype_distance,quality_mean,quality_std,external_gate_decision,external_filter_reason,metadata_json
0,0ba217faf0fbdd,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.8476204948932443,41.25328552089742,0.24917534722222223,0.17324029730603147,,,"{""source_low_shot_index"": 1}"
0,97eed845d592b3,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.8011910134625544,45.59254887194438,0.24781837214052285,0.21041058501512505,,,"{""source_low_shot_index"": 1}"
0,32fd5dbf876939,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.8852217295106852,35.53826742993831,0.2211971507352941,0.13452110176423815,,,"{""source_low_shot_index"": 1}"
0,3485140016fd59,procedural_proxy,label_drift,,0,red_square,4,purple_diamond,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.6683816940018663,36.84887808845234,0.2376123366013072,0.18107128750357332,,,"{""source_low_shot_index"": 1}"
0,5cce395097ebbe,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,1,green_circle,0.7144295989245483,42.807333940761495,0.20330371732026142,0.16537416557419055,,,"{""source_low_shot_index"": 1}"
0,5571c7cbbb5dc2,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,1,green_circle,0.9427336231416579,24.090783418349734,0.20361647263071894,0.1862460795663669,,,"{""source_low_shot_index"": 1}"
0,4131e4fedfccf4,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.8788861486632437,50.48052535866331,0.19375255310457518,0.16149278637534226,,,"{""source_low_shot_index"": 1}"
0,82e0d1bf6453f9,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.7939822515335653,57.880790753685396,0.26086345996732024,0.1642879917866545,,,"{""source_low_shot_index"": 2}"
0,09817781fc41c7,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.8247536073191555,37.80541671401631,0.18891952614379084,0.12640526887319217,,,"{""source_low_shot_index"": 2}"
0,593ce49575adad,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.41239213369194955,146.22194402729377,0.5011437908496732,0.29219826351430883,,,"{""source_low_shot_index"": 2}"
0,dc4a4891b07e43,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.4909822601320137,147.4725503039766,0.5454810049019608,0.32873471431337603,,,"{""source_low_shot_index"": 2}"
0,7e842309427c7b,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+prototype_label_mismatch,3,yellow_triangle,0.3711959622591458,44.11441428187031,0.25673891952614375,0.13331123470433856,,,"{""source_low_shot_index"": 2}"
0,04b0d138ca3c75,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.789778902363569,28.594712222704388,0.18168785743464053,0.16083262304265664,,,"{""source_low_shot_index"": 2}"
0,7581ab636eef33,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.6795083981005196,59.91951623448119,0.2395756740196078,0.2224551098039192,,,"{""source_low_shot_index"": 2}"
0,943db1d453f43b,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.904855287720728,32.66467395141205,0.15432751225490196,0.15819944158925575,,,"{""source_low_shot_index"": 2}"
0,d45a0debdf9930,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.7317329850961428,34.551216389882256,0.20153696895424836,0.18665281984891072,,,"{""source_low_shot_index"": 2}"
0,695e4361f6606d,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.9009601896424367,44.24686927683632,0.21969081903594775,0.15615133089715177,,,"{""source_low_shot_index"": 2}"
0,07b04e64408a02,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.741239187940062,58.07074404738751,0.2765535641339869,0.27688940228283526,,,"{""source_low_shot_index"": 2}"
0,cb7f478971b9b3,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.5119814979296431,33.6922246544312,0.14274918300653597,0.16136738683671897,,,"{""source_low_shot_index"": 2}"
0,8d0d794ae8cc1f,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.8973121075842747,35.77941479087078,0.18878548815359478,0.16422703433201816,,,"{""source_low_shot_index"": 2}"
0,102ffd9fc3369c,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.5255300049225535,37.04165346856244,0.17206648284313728,0.15239802897359286,,,"{""source_low_shot_index"": 2}"
0,69fc5106378983,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.4491115055820438,146.38410146849012,0.496194597630719,0.2872870301082433,,,"{""source_low_shot_index"": 2}"
0,43d415b7cf534e,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.8914820071821886,42.533714400529256,0.2015356924019608,0.20911588780701018,,,"{""source_low_shot_index"": 2}"
0,6c9b34e2ebdb59,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+prototype_label_mismatch,3,yellow_triangle,0.4192728457949834,50.70830565253631,0.2577869689542484,0.15369046714986817,,,"{""source_low_shot_index"": 2}"
0,772e203a190106,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.6348516393349247,27.715371615859496,0.19731030433006533,0.1542103005883455,,,"{""source_low_shot_index"": 2}"
0,0be9456cc81dbf,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.45647377051650917,145.64050861171657,0.496789470996732,0.286909380293352,,,"{""source_low_shot_index"": 2}"
0,54f308e7323e45,procedural_proxy,label_drift,,0,red_square,4,purple_diamond,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,retain,retain,0,red_square,0.7030968805849107,43.37158477213587,0.2244612949346405,0.21790663676306782,,,"{""source_low_shot_index"": 2}"
0,fb534e9a9001d8,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence,0,red_square,0.43610583724722357,51.71721257843696,0.23731489991830065,0.19530347881799212,,,"{""source_low_shot_index"": 3}"
0,f8e9c5a5455ee3,procedural_proxy,label_drift,,0,red_square,4,purple_diamond,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.5129964969660977,56.0831467938694,0.25317095588235294,0.2140243862135907,,,"{""source_low_shot_index"": 3}"
0,5c17368c5c28b1,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.7365267965553268,28.679630435527727,0.17677568423202614,0.13563219262808424,,,"{""source_low_shot_index"": 3}"
0,d27d678399ef39,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,retain,retain,0,red_square,0.7653877686685999,29.516124830867003,0.20871885212418304,0.2070103467194494,,,"{""source_low_shot_index"": 3}"
0,7f3878a289c253,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,retain,retain,0,red_square,0.9233275130364176,38.350712855794775,0.2502974366830066,0.21839956583599687,,,"{""source_low_shot_index"": 3}"
0,8ef24a332bf72c,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,retain,retain,0,red_square,0.6619160854882636,30.027923836633935,0.2164751838235294,0.18987110480327526,,,"{""source_low_shot_index"": 3}"
0,fdd2fb7d4ad523,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.4232401586553628,146.05681334027898,0.49673840890522875,0.28649744360832596,,,"{""source_low_shot_index"": 3}"
0,b6a1ad4ac8aac6,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.3894017024184293,144.79367803166352,0.4942874285130719,0.2898766717879928,,,"{""source_low_shot_index"": 3}"
0,8d7975a2b4b3ab,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+prototype_label_mismatch,3,yellow_triangle,0.4879678509290705,48.131361791913186,0.27610804738562095,0.17742129623201386,,,"{""source_low_shot_index"": 3}"
0,36682ef5c2bcdc,procedural_proxy,artifact,,0,red_square,0,red_square,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,far_from_real_prototype+prototype_label_mismatch,2,blue_x,0.5775810660229928,133.9275877898165,0.4557649101307189,0.294841779842901,,,"{""source_low_shot_index"": 3}"
0,b83f6a4e1ce177,procedural_proxy,label_drift,,0,red_square,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.9414794912810409,25.77352419113008,0.20513301674836604,0.13786933251714809,,,"{""source_low_shot_index"": 3}"
0,5e62486ab7b1c7,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.9480804416402643,28.974256122415216,0.26151833129084967,0.26260942813778904,,,"{""source_low_shot_index"": 3}"
0,faa4301667a24e,procedural_proxy,label_drift,,0,red_square,4,purple_diamond,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence+prototype_label_mismatch,2,blue_x,0.3664615213750463,39.77157871305267,0.2689785028594771,0.2005870705769946,,,"{""source_low_shot_index"": 3}"
0,6285e42c2d4e4e,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,retain,retain,0,red_square,0.9832796347084333,34.536808244241044,0.201522926879085,0.24505477255774114,,,"{""source_low_shot_index"": 3}"
0,4b9305640313a8,procedural_proxy,label_drift,,0,red_square,1,green_circle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.5985432133085787,48.433279709241404,0.2591222426470588,0.19208473932136233,,,"{""source_low_shot_index"": 3}"
0,5b57549c2cd71c,procedural_proxy,useful,,0,red_square,0,red_square,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.8376097062723855,31.894154917003412,0.21787428513071894,0.23339380281896485,,,"{""source_low_shot_index"": 3}"
0,88aced064a0139,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,retain,retain,0,red_square,0.9650020619416871,42.012495876386275,0.19970894607843137,0.17059831650373106,,,"{""source_low_shot_index"": 3}"
0,7fc88f2d420805,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.8349819840409313,26.938242088394787,0.1873519199346405,0.188057238832895,,,"{""source_low_shot_index"": 3}"
0,de130867415bf7,procedural_proxy,label_drift,,0,red_square,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.9542474766860679,50.83526325644438,0.29864685457516343,0.23081601955318284,,,"{""source_low_shot_index"": 3}"
0,2a5393d0e225cb,procedural_proxy,label_drift,,0,red_square,4,purple_diamond,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for red_square,prototype_gate,reject,low_confidence,0,red_square,0.48792846365306913,47.93767177121385,0.24212750204248365,0.19483952105458113,,,"{""source_low_shot_index"": 3}"
0,0092b4648abf7b,procedural_proxy,label_drift,,1,green_circle,4,purple_diamond,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for green_circle,prototype_gate,reject,low_confidence+prototype_label_mismatch,2,blue_x,0.4430433042934666,40.847708497220836,0.26728834763071896,0.2398992534196921,,,"{""source_low_shot_index"": 4}"
0,d2260f31b63ffc,procedural_proxy,useful,,1,green_circle,1,green_circle,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for green_circle,prototype_gate,reject,low_confidence+prototype_label_mismatch,2,blue_x,0.4736783611549343,46.56437196509584,0.2213362949346405,0.15837795843407113,,,"{""source_low_shot_index"": 4}"
0,f4f54732420c6e,procedural_proxy,useful,,1,green_circle,1,green_circle,0,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for green_circle,prototype_gate,retain,retain,1,green_circle,0.6770113357369786,38.786407790038716,0.20297947303921568,0.165771678879629,,,"{""source_low_shot_index"": 4}"
0,75b1bec951a40e,procedural_proxy,label_drift,,1,green_circle,3,yellow_triangle,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for green_circle,prototype_gate,reject,prototype_label_mismatch,3,yellow_triangle,0.9518918677352873,27.578616072581102,0.2109426062091503,0.24595592300713168,,,"{""source_low_shot_index"": 4}"
0,698ab494767f1e,procedural_proxy,label_drift,,1,green_circle,2,blue_x,1,direct_label_preservation,procedural_proxy_generator_v1,proxy candidate for green_circle,prototype_gate,reject,prototype_label_mismatch,2,blue_x,0.9918119106260818,24.834911046884656,0.20259650735294119,0.17219983778494732,,,"{""source_low_shot_index"": 4}"
