path,label,label_source,generator_id,prompt,gate_decision,filter_reason,metadata_json
images/green_circle_004_seed20261532.png,green_circle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground,"{""seed"":20261532,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.23293893851485895,""quality_std"":0.068256497247886,""foreground_fraction"":0.2787895202636719,""center_foreground_share"":0.3074996921308649,""target_color_margin"":0.16522012347580936}"
images/green_circle_005_seed20261533.png,green_circle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20261533,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.4752228880240248,""quality_std"":0.3670253625399755,""foreground_fraction"":0.2778816223144531,""center_foreground_share"":0.028828334134120392,""target_color_margin"":-0.3030870338421548}"
images/blue_x_000_seed20262528.png,blue_x,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered blue X mark icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",retain,manual_audit_needed,"{""seed"":20262528,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.3149877460953457,""quality_std"":0.1994215641844116,""foreground_fraction"":0.27129364013671875,""center_foreground_share"":0.9777130965437724,""target_color_margin"":0.13122577673978217}"
images/blue_x_001_seed20262529.png,blue_x,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered blue X mark icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground,"{""seed"":20262529,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.33766615125868055,""quality_std"":0.09163602399988446,""foreground_fraction"":0.2506294250488281,""center_foreground_share"":0.359994520631345,""target_color_margin"":0.05129106907425883}"
images/blue_x_002_seed20262530.png,blue_x,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered blue X mark icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,weak_target_color_evidence,"{""seed"":20262530,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.4807122174431297,""quality_std"":0.14972616081367693,""foreground_fraction"":0.2767143249511719,""center_foreground_share"":0.6368436289444299,""target_color_margin"":0.01883144982258216}"
images/blue_x_003_seed20262531.png,blue_x,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered blue X mark icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",retain,manual_audit_needed,"{""seed"":20262531,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.36756067213669313,""quality_std"":0.14577471804016043,""foreground_fraction"":0.2797889709472656,""center_foreground_share"":0.7488445020110437,""target_color_margin"":0.09156596353836988}"
images/blue_x_004_seed20262532.png,blue_x,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered blue X mark icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,weak_target_color_evidence,"{""seed"":20262532,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.21108397440193527,""quality_std"":0.08447403911346864,""foreground_fraction"":0.27782440185546875,""center_foreground_share"":0.45766854318275435,""target_color_margin"":-0.0719610033893323}"
images/blue_x_005_seed20262533.png,blue_x,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered blue X mark icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,weak_target_color_evidence,"{""seed"":20262533,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.49573710323159226,""quality_std"":0.20560558638779552,""foreground_fraction"":0.15969085693359375,""center_foreground_share"":0.7909798862930582,""target_color_margin"":-0.11715420308158961}"
images/yellow_triangle_000_seed20263528.png,yellow_triangle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered yellow triangle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20263528,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.21004331501480808,""quality_std"":0.17583312439741136,""foreground_fraction"":0.21561431884765625,""center_foreground_share"":0.4416333463076324,""target_color_margin"":-0.08997209852849306}"
images/yellow_triangle_001_seed20263529.png,yellow_triangle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered yellow triangle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20263529,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.15179477267795138,""quality_std"":0.14794253842747035,""foreground_fraction"":0.2411346435546875,""center_foreground_share"":0.08370246155793204,""target_color_margin"":-0.173398270418867}"
images/yellow_triangle_002_seed20263530.png,yellow_triangle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered yellow triangle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,weak_target_color_evidence,"{""seed"":20263530,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.15538277719535082,""quality_std"":0.06345759922705572,""foreground_fraction"":0.1826019287109375,""center_foreground_share"":0.9998328737361076,""target_color_margin"":-0.30738686468862625}"
images/yellow_triangle_003_seed20263531.png,yellow_triangle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered yellow triangle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,weak_target_color_evidence,"{""seed"":20263531,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.25045891556085326,""quality_std"":0.09640224950886411,""foreground_fraction"":0.273406982421875,""center_foreground_share"":0.9784434646723965,""target_color_margin"":-0.2690878827800776}"
images/yellow_triangle_004_seed20263532.png,yellow_triangle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered yellow triangle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,weak_target_color_evidence,"{""seed"":20263532,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.3117810068566816,""quality_std"":0.16144246808594503,""foreground_fraction"":0.2711982727050781,""center_foreground_share"":0.9555652455234692,""target_color_margin"":-0.021813313294783362}"
images/yellow_triangle_005_seed20263533.png,yellow_triangle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered yellow triangle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20263533,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.2325958700741039,""quality_std"":0.14394211888541306,""foreground_fraction"":0.19427490234375,""center_foreground_share"":0.35051445177505497,""target_color_margin"":0.007699633283105425}"
images/purple_diamond_000_seed20264528.png,purple_diamond,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered purple diamond icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",retain,manual_audit_needed,"{""seed"":20264528,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.4348561405356413,""quality_std"":0.1761186981945797,""foreground_fraction"":0.27996826171875,""center_foreground_share"":0.9872874427730542,""target_color_margin"":0.13323264405958418}"
images/purple_diamond_001_seed20264529.png,purple_diamond,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered purple diamond icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",retain,manual_audit_needed,"{""seed"":20264529,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.4440783531837215,""quality_std"":0.2284360259012274,""foreground_fraction"":0.16359329223632812,""center_foreground_share"":0.6508336248105399,""target_color_margin"":0.22006767358506527}"
images/purple_diamond_002_seed20264530.png,purple_diamond,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered purple diamond icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",retain,manual_audit_needed,"{""seed"":20264530,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.38976848826688887,""quality_std"":0.20964280087228487,""foreground_fraction"":0.2609062194824219,""center_foreground_share"":0.7147013670589956,""target_color_margin"":0.21509539485128057}"
images/purple_diamond_003_seed20264531.png,purple_diamond,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered purple diamond icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground,"{""seed"":20264531,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.3120197620267183,""quality_std"":0.18277749389830725,""foreground_fraction"":0.2678565979003906,""center_foreground_share"":0.2849452411809106,""target_color_margin"":0.16524645997537965}"
images/purple_diamond_004_seed20264532.png,purple_diamond,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered purple diamond icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",retain,manual_audit_needed,"{""seed"":20264532,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.45663976232989917,""quality_std"":0.2326261495526413,""foreground_fraction"":0.24738693237304688,""center_foreground_share"":0.5285192209834852,""target_color_margin"":0.2128901526287402}"
images/purple_diamond_005_seed20264533.png,purple_diamond,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered purple diamond icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",reject,off_center_or_fragmented_foreground,"{""seed"":20264533,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.4647991005891288,""quality_std"":0.28071233078850955,""foreground_fraction"":0.18903350830078125,""center_foreground_share"":0.22022440166283247,""target_color_margin"":0.17214361941037715}"
